category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary
Cultural,India,Asia and the Pacific,1460,231,rev,Red Fort Complex," The Red Fort Complex was built as the palace fort of Shahjahanabad &ndash; the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent the zenith of Mughal creativity which, under the Shah Jahan, was brought to a new level of refinement. The planning of the palace is based on Islamic prototypes, but each pavilion reveals architectural elements typical of Mughal building, reflecting a fusion of Persian, Timurid and Hindu traditions The Red Fort&rsquo;s innovative planning and architectural style, including the garden design, strongly influenced later buildings and gardens in Rajasthan, Delhi, Agra and further afield. ",,2007,,0,,,77.24083333,28.65555556,49.1815,(ii)(iii)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,2182,232,,"Humayun's Tomb, Delhi"," This tomb, built in 1570, is of particular cultural significance as it was the first garden-tomb on the Indian subcontinent. It inspired several major architectural innovations, culminating in the construction of the Taj Mahal. ", The Committee inscribed the site on the World Heritage List under criteria (ii) and (iv). ,1993,,0,,,77.25056,28.59333,27.04,(ii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,259,233,,"Qutb Minar and its Monuments, Delhi"," Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings. The surrounding archaeological area contains funerary buildings, notably the magnificent Alai-Darwaza Gate, the masterpiece of Indo-Muslim art (built in 1311), and two mosques, including the Quwwatu'l-Islam, the oldest in northern India, built of materials reused from some 20 Brahman temples. ", The Committee inscribed the site on the World Heritage List under criterion (iv) ,1993,,0,,,77.18528,28.52583,0,(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,260,234,,Churches and Convents of Goa," The churches and convents of Goa, the former capital of the Portuguese Indies &ndash; particularly the Church of Bom Jesus, which contains the tomb of St Francis-Xavier &ndash; illustrate the evangelization of Asia. These monuments were influential in spreading forms of Manueline, Mannerist and Baroque art in all the countries of Asia where missions were established. ",,1986,,0,,,73.91167,15.50222,0,(ii)(iv)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,266,239,rev,Group of Monuments at Pattadakal," Pattadakal, in Karnataka, represents the high point of an eclectic art which, in the 7th and 8th centuries under the Chalukya dynasty, achieved a harmonious blend of architectural forms from northern and southern India. An impressive series of nine Hindu temples, as well as a Jain sanctuary, can be seen there. One masterpiece from the group stands out – the Temple of Virupaksha, built c. 740 by Queen Lokamahadevi to commemorate her husband's victory over the kings from the South. ",,1987,,0,,,75.81667,15.94833,5.56,(iii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,267,240,,Khajuraho Group of Monuments," The temples at Khajuraho were built during the Chandella dynasty, which reached its apogee between 950 and 1050. Only about 20 temples remain; they fall into three distinct groups and belong to two different religions &ndash; Hinduism and Jainism. They strike a perfect balance between architecture and sculpture. The Temple of Kandariya is decorated with a profusion of sculptures that are among the greatest masterpieces of Indian art. ",,1986,,0,,,79.92222,24.85222,0,(i)(iii),C,in,ind,0
Cultural,India,Asia and the Pacific,1932,241,Bis,Group of Monuments at Hampi," The austere, grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565, the city was pillaged over a period of six months before being abandoned. ",,1986,,0,2006,P 1999-2006,76.47167,15.31444,4187.24,(i)(iii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,269,242,,Ajanta Caves," The first Buddhist cave monuments at Ajanta date from the 2nd and 1st centuries B.C. During the Gupta period (5th and 6th centuries A.D.), many more richly decorated caves were added to the original group. The paintings and sculptures of Ajanta, considered masterpieces of Buddhist religious art, have had a considerable artistic influence. ",,1983,,0,,,75.7,20.55333,8242,(i)(ii)(iii)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,270,243,,Ellora Caves," These 34 monasteries and temples, extending over more than 2 km, were dug side by side in the wall of a high basalt cliff, not far from Aurangabad, in Maharashtra. Ellora, with its uninterrupted sequence of monuments dating from A.D. 600 to 1000, brings the civilization of ancient India to life. Not only is the Ellora complex a unique artistic creation and a technological exploit but, with its sanctuaries devoted to Buddhism, Hinduism and Jainism, it illustrates the spirit of tolerance that was characteristic of ancient India. ",,1983,,0,,,75.17917,20.02639,0,(i)(iii)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,272,244,rev,Elephanta Caves," The 'City of Caves', on an island in the Sea of Oman close to Bombay, contains a collection of rock art linked to the cult of Shiva. Here, Indian art has found one of its most perfect expressions, particularly the huge high reliefs in the main cave. ",,1987,,0,,,72.93583,18.96667,0,(i)(iii),C,in,ind,0
Cultural,India,Asia and the Pacific,274,246,,"Sun Temple, Konârak"," On the shores of the Bay of Bengal, bathed in the rays of the rising sun, the temple at Konarak is a monumental representation of the sun god Surya's chariot; its 24 wheels are decorated with symbolic designs and it is led by a team of six horses. Built in the 13th century, it is one of India's most famous Brahman sanctuaries. ",,1984,,0,,,86.09472,19.8875,10.62,(i)(iii)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,1947,247,Rev,Hill Forts of Rajasthan," The serial site, situated in the state of Rajastahan, includes six majestic forts in Chittorgarh; Kumbhalgarh; Sawai Madhopur; Jhalawar; Jaipur, and Jaisalmer. The ecclectic architecture of the forts, some up to 20 kilometres in circumference, bears testimony to the power of the Rajput princely states that flourished in the region from the 8th to the 18th centuries. Enclosed within defensive walls are major urban centres, palaces, trading centres and other buildings including temples that often predate the fortifications within which developed an elaborate courtly culture that supported learning, music and the arts. Some of the urban centres enclosed in the fortifications have survived, as have many of the site's temples and other sacred buildings. The forts use the natural defenses offered by the landscape: hills, deserts, rivers, and dense forests. They also feature extensive water harvesting structures, largely still in use today. ",,2013,,0,,,74.64611111,24.88333333,,(ii)(iii),C,in,ind,0
Cultural,India,Asia and the Pacific,277,249,,Group of Monuments at Mahabalipuram," This group of sanctuaries, founded by the Pallava kings, was carved out of rock along the Coromandel coast in the 7th and 8th centuries. It is known especially for its <em>rathas</em> (temples in the form of chariots), <em>mandapas</em> (cave sanctuaries), giant open-air reliefs such as the famous 'Descent of the Ganges', and the temple of Rivage, with thousands of sculptures to the glory of Shiva. ",,1984,,0,,,80.19167,12.61667,0,(i)(ii)(iii)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,280,250,Bis,Great Living Chola Temples," The Great Living Chola Temples were built by kings of the Chola Empire, which stretched over all of south India and the neighbouring islands. The site includes three great 11th- and 12th-century Temples: the Brihadisvara Temple at Thanjavur, the Brihadisvara Temple at Gangaikondacholisvaram and the Airavatesvara Temple at Darasuram. The Temple of Gangaikondacholisvaram, built by Rajendra I, was completed in 1035. Its 53-m <em>vimana</em> (sanctum tower) has recessed corners and a graceful upward curving movement, contrasting with the straight and severe tower at Thanjavur. The Airavatesvara temple complex, built by Rajaraja II, at Darasuram features a 24-m <em>vimana</em> and a stone image of Shiva. The temples testify to the brilliant achievements of the Chola in architecture, sculpture, painting and bronze casting. "," <em>Criterion (i):</em> The three Chola temples of Southern India represent an outstanding creative achievement in the architectural conception of the pure form of the dravida type of temple. 
 <em>Criterion (ii):</em> The Brihadisvara Temple at Thanjavur became the first great example of the Chola temples, followed by a development of which the other two properties also bear witness. 
 <em>Criterion (iii):</em> The three Great Chola Temples are an exceptional and the most outstanding testimony to the development of the architecture of the Chola Empire and the Tamil civilisation in Southern India. 
 <em>Criterion (iv):</em> The Great Chola temples at Thanjavur, at Gangaikondacholapuram and Darasuram are outstanding examples of the architecture and the representation of the Chola ideology. ",1987,2004,0,,,79.1325,10.78305556,21.88,(ii)(iii),C,in,ind,0
Cultural,India,Asia and the Pacific,281,251,,Agra Fort," Near the gardens of the Taj Mahal stands the important 16th-century Mughal monument known as the Red Fort of Agra. This powerful fortress of red sandstone encompasses, within its 2.5-km-long enclosure walls, the imperial city of the Mughal rulers. It comprises many fairy-tale palaces, such as the Jahangir Palace and the Khas Mahal, built by Shah Jahan; audience halls, such as the Diwan-i-Khas; and two very beautiful mosques. ",,1983,,0,,,78.03333333,27.18333333,0,(iii),C,in,ind,0
Cultural,India,Asia and the Pacific,282,252,,Taj Mahal," An immense mausoleum of white marble, built in Agra between 1631 and 1648 by order of the Mughal emperor Shah Jahan in memory of his favourite wife, the Taj Mahal is the jewel of Muslim art in India and one of the universally admired masterpieces of the world's heritage. ",,1983,,0,,,78.04222,27.17417,0,(i),C,in,ind,0
Cultural,India,Asia and the Pacific,285,255,,Fatehpur Sikri," Built during the second half of the 16th century by the Emperor Akbar, Fatehpur Sikri (the City of Victory) was the capital of the Mughal Empire for only some 10 years. The complex of monuments and temples, all in a uniform architectural style, includes one of the largest mosques in India, the Jama Masjid. ",,1986,,0,,,77.66417,27.09444,0,(ii)(iii)(iv),C,in,ind,0
Natural,India,Asia and the Pacific,382,335,Bis,Nanda Devi and Valley of Flowers National Parks  ," Nestled high in West Himalaya, India&rsquo;s Valley of Flowers National Park is renowned for its meadows of endemic alpine flowers and outstanding natural beauty. This richly diverse area is also home to rare and endangered animals, including the Asiatic black bear, snow leopard, brown bear and blue sheep. The gentle landscape of the Valley of Flowers National Park complements the rugged mountain wilderness of Nanda Devi National Park. Together they encompass a unique transition zone between the mountain ranges of the Zanskar and Great Himalaya, praised by mountaineers and botanists for over a century and in Hindu mythology for much longer. "," <em>Criterion (vii): </em>The Valley of Flowers is an outstandingly beautiful high-altitude Himalayan valley that has been acknowledged as such by renowned mountaineers and botanists in literature for over a century and in Hindu mythology for much longer. Its &lsquo;gentle&rsquo; landscape, breath-takingly beautiful meadows of alpine flowers and ease of access complement the rugged, mountain wilderness for which the inner basin of Nanda Devi National Park is renowned. 
 <em>Criterion (x): </em>The Valley of Flowers is internationally important on account of its diverse alpine flora, representative of the West Himalaya biogeographic zone. The rich diversity of species reflects the valley&rsquo;s location within a transition zone between the Zaskar and Great Himalaya ranges to the north and south, respectively, and between the Eastern and Western Himalaya flora. A number of plant species are internationally threatened, several have not been recorded from elsewhere in Uttaranchal and two have not been recorded in Nanda Devi National Park. The diversity of threatened species of medicinal plants is higher than has been recorded in other Indian Himalayan protected areas. The entire Nanda Devi Biosphere Reserve lies within the Western Himalayas Endemic Bird Area (EBA). Seven restricted-range bird species are endemic to this part of the EBA. ",1988,2005,0,,,79.66667,30.71667,71783,(vii)(x),N,in,ind,0
Natural,India,Asia and the Pacific,384,337,,Kaziranga National Park," In the heart of Assam, this park is one of the last areas in eastern India undisturbed by a human presence. It is inhabited by the world's largest population of one-horned rhinoceroses, as well as many mammals, including tigers, elephants, panthers and bears, and thousands of birds. ",,1985,,0,,,93.41666667,26.66666667,42996,(ix)(x),N,in,ind,0
Natural,India,Asia and the Pacific,385,338,,Manas Wildlife Sanctuary," On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant. ",,1985,,0,2011,P 1992-2011,91.03055556,26.725,39100,(vii)(ix)(x),N,in,ind,0
Natural,India,Asia and the Pacific,387,340,,Keoladeo National Park," This former duck-hunting reserve of the Maharajas is one of the major wintering areas for large numbers of aquatic birds from Afghanistan, Turkmenistan, China and Siberia. Some 364 species of birds, including the rare Siberian crane, have been recorded in the park. ",,1985,,0,,,77.50861111,27.15888889,2873,(x),N,in,ind,0
Natural,India,Asia and the Pacific,524,452,,Sundarbans National Park," The Sundarbans covers 10,000 km<sup>2</sup> of land and water (more than half of it in India, the rest in Bangladesh) in the Ganges delta. It contains the world's largest area of mangrove forests. A number of rare or endangered species live in the park, including tigers, aquatic mammals, birds and reptiles. ",,1987,,0,,,88.89583333,21.945,133010,(ix)(x),N,in,ind,0
Cultural,India,Asia and the Pacific,613,524,,Buddhist Monuments at Sanchi," On a hill overlooking the plain and about 40 km from Bhopal, the site of Sanchi comprises a group of Buddhist monuments (monolithic pillars, palaces, temples and monasteries) all in different states of conservation most of which date back to the 2nd and 1st centuries B.C. It is the oldest Buddhist sanctuary in existence and was a major Buddhist centre in India until the 12th century A.D. ",,1989,,0,,,77.73972,23.47944,0,(i)(ii)(iii)(iv)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,2008,922,,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat"," Rani-ki-Vav, on the banks of the Saraswati River, was initially built as a memorial to a king in the 11th century AD. Stepwells are a distinctive form of subterranean water resource and storage systems on the Indian subcontinent, and have been constructed since the 3rd millennium BC. They evolved over time from what was basically a pit in sandy soil towards elaborate multi-storey works of art and architecture. Rani-ki-Vav was built at the height of craftsmens&rsquo; ability in stepwell construction and the Maru-Gurjara architectural style, reflecting mastery of this complex technique and great beauty of detail and proportions. Designed as an inverted temple highlighting the sanctity of water, it is divided into seven levels of stairs with sculptural panels of high artistic quality; more than 500 principle sculptures and over a thousand minor ones combine religious, mythological and secular imagery, often referencing literary works. The fourth level is the deepest and leads into a rectangular tank 9.5&nbsp;m by 9.4&nbsp;m, at a depth of 23&nbsp;m. The well is located at the westernmost end of the property and consists of a shaft 10&nbsp;m in diameter and 30&nbsp;m deep. ",,2014,,0,,,72.10166667,23.85888889,4.68,(i)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,1079,925,,Rock Shelters of Bhimbetka," The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultural traditions of the inhabitants of the twenty-one villages adjacent to the site bear a strong resemblance to those represented in the rock paintings. "," Criterion (iii): Bhimbetka reflects a long interaction between people and the landscape, as demonstrated in the quantity and quality of its rock art. Criterion (v): Bhimbetka is closely associated with a hunting and gathering economy as demonstrated in the rock art and in the relicts of this tradition in the local adivasi villages on the periphery of this site. ",2003,,0,,,77.58333333,22.92777778,1893,(iii)(v),C,in,ind,0
Cultural,India,Asia and the Pacific,1540,944,Ter,Mountain Railways of India," This site includes three railways. The Darjeeling Himalayan Railway was the first, and is still the most outstanding, example of a hill passenger railway. Opened in 1881, its design applies bold and ingenious engineering solutions to the problem of establishing an effective rail link across a mountainous terrain of great beauty. The construction of the Nilgiri Mountain Railway, a 46-km long metre-gauge single-track railway in Tamil Nadu State was first proposed in 1854, but due to the difficulty of the mountainous location the work only started in 1891 and was completed in 1908. This railway, scaling an elevation of 326 m to 2,203 m, represented the latest technology of the time. The Kalka Shimla Railway, a 96-km long, single track working rail link built in the mid-19th century to provide a service to the highland town of Shimla is emblematic of the technical and material efforts to disenclave mountain populations through the railway. All three railways are still fully operational. ",,1999,"2005,2008",0,,,76.93583,11.51028,88.99,(ii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,1105,945,Rev,Chhatrapati Shivaji Terminus (formerly Victoria Terminus)," The Chhatrapati Shivaji Terminus, formerly known as Victoria Terminus Station, in Mumbai, is an outstanding example of Victorian Gothic Revival architecture in India, blended with themes deriving from Indian traditional architecture. The building, designed by the British architect F. W. Stevens, became the symbol of Bombay as the &lsquo;Gothic City&rsquo; and the major international mercantile port of India. The terminal was built over 10 years, starting in 1878, according to a High Victorian Gothic design based on late medieval Italian models. Its remarkable stone dome, turrets, pointed arches and eccentric ground plan are close to traditional Indian palace architecture. It is an outstanding example of the meeting of two cultures, as British architects worked with Indian craftsmen to include Indian architectural tradition and idioms thus forging a new style unique to Bombay. "," <em>Criterion (ii):</em> Chhatrapati Shivaji Terminus of Mumbai (formerly Bombay) exhibits an important interchange of influences from Victorian Italianate Gothic Revival architecture, and from Indian traditional buildings. It became a symbol for Mumbai as a major mercantile port city on the Indian Subcontinent within the British Commonwealth. 
 <em>Criterion (iv):</em> Chhatrapati Shivaji Terminus is an outstanding example of late 19th century railway architecture in the British Commonwealth, characterized by Victorian Gothic Revival and traditional Indian features, as well as its advanced structural and technical solutions. ",2004,,0,,,72.83620278,18.94012222,2.85,(ii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,1231,1056,Rev,Mahabodhi Temple Complex at Bodh Gaya," The Mahabodhi Temple Complex is one of the four holy sites related to the life of the Lord Buddha, and particularly to the attainment of Enlightenment. The first temple was built by Emperor Asoka in the 3rd century B.C., and the present temple dates from the 5th or 6th centuries. It is one of the earliest Buddhist temples built entirely in brick, still standing in India, from the late Gupta period. "," Criterion (i): The grand 50m high Mahabodhi Temple of the 5th-6th centuries is of immense importance, being one of the earliest temple constructions existing in the Indian sub-continent. It is one of the few representations of the architectural genius of the Indian people in constructing fully developed brick temples in that era. 
 Criterion (ii): The Mahabodhi Temple, one of the few surviving examples of early brick structures in India, has had significant influence in the development of architecture over the centuries. 
 Criterion (iii): The site of the Mahabodhi Temple provides exceptional records for the events associated with the life of Buddha and subsequent worship, particularly since Emperor Asoka built the first temple, the balustrades, and the memorial column. 
 Criterion (iv): The present Temple is one of the earliest and most imposing structures built entirely in brick from the late Gupta period. The sculpted stone balustrades are an outstanding early example of sculptural reliefs in stone. 
 Criterion (vi): The Mahabodhi Temple Complex in Bodh Gaya has direct association with the life of the Lord Buddha, being the place where He attained the supreme and perfect insight. ",2002,,0,,,84.99389,24.69528,4.86,(i)(ii)(iii)(iv)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,1279,1101,,Champaner-Pavagadh Archaeological Park," A concentration of largely unexcavated archaeological, historic and living cultural heritage properties cradled in an impressive landscape which includes prehistoric (chalcolithic) sites, a hill fortress of an early Hindu capital, and remains of the 16th-century capital of the state of Gujarat. The site also includes, among other vestiges, fortifications, palaces, religious buildings, residential precincts, agricultural structures and water installations, from the 8th to 14th centuries. The Kalikamata Temple on top of Pavagadh Hill is considered to be an important shrine, attracting large numbers of pilgrims throughout the year. The site is the only complete and unchanged Islamic pre-Mughal city. "," <em>Criterion (iii):</em> The Champaner-Pavagadh Archaeological Park with its ancient Hindu architecture, temples and special water retaining installations together with its religious, military and agricultural structures, dating back to the regional Capital City built by Mehmud Begda in the 16th century, represents cultures which have disappeared. 
 <em>Criterion (iv):</em> The structures represent a perfect blend of Hindu-Moslem architecture, mainly in the Great Mosque (Jami Masjid), which was a model for later mosque architecture in India. This special style comes from the significant period of regional sultanates. 
 <em>Criterion (v):</em> The Champaner-Pavagadh Archaeological Park is an outstanding example of a very short living Capital, making the best use of its setting, topography and natural features. It is quite vulnerable due to abandonment, forest takeover and modern life. 
 <em>Criterion (vi):</em> The Champaner-Pavagadh Archaeological Park is a place of worship and continuous pilgrimage for Hindu believers. ",2004,,0,,,73.53333333,22.48333333,1328.89,(iii)(iv)(v)(vi),C,in,ind,0
Cultural,India,Asia and the Pacific,1677,1338,,"The Jantar Mantar, Jaipur"," The Jantar Mantar, in Jaipur, is an astronomical observation site built in the early 18th century. It includes a set of some 20 main fixed instruments. They are monumental examples in masonry of known instruments but which in many cases have specific characteristics of their own. Designed for the observation of astronomical positions with the naked eye, they embody several architectural and instrumental innovations. This is the most significant, most comprehensive, and the best preserved of India's historic observatories. It is an expression of the astronomical skills and cosmological concepts of the court of a scholarly prince at the end of the Mughal period. ",,2010,,0,,,75.825,26.92472222,1.8652,(iii)(iv),C,in,ind,0
Natural,India,Asia and the Pacific,1921,1342,Rev,Western Ghats," Older than the Himalaya mountains, the mountain chain of the Western Ghats represents geomorphic features of immense importance with unique biophysical and ecological processes. The site&rsquo;s high montane forest ecosystems influence the Indian monsoon weather pattern. Moderating the tropical climate of the region, the site presents one of the best examples of the monsoon system on the planet. It also has an exceptionally high level of biological diversity and endemism and is recognized as one of the world&rsquo;s eight &lsquo;hottest hotspots&rsquo; of biological diversity. The forests of the site include some of the best representatives of non-equatorial tropical evergreen forests anywhere and are home to at least 325 globally threatened flora, fauna, bird, amphibian, reptile and fish species. ",,2012,,0,,,77.24972222,8.529722222,795315,(ix)(x),N,in,ind,0
Natural,India,Asia and the Pacific,2011,1406,Rev,Great Himalayan National Park Conservation Area," This National Park in the western part of the Himalayan Mountains in the northern Indian state of Himachal Pradesh is characterized by high alpine peaks, alpine meadows and riverine forests. The 90,540&nbsp;ha property includes the upper mountain glacial and snow meltwater sources of several rivers, and the catchments of water supplies that are vital to millions of downstream users. The GHNPCA protects the monsoon-affected forests and alpine meadows of the Himalayan front ranges. It is part of the Himalaya biodiversity hotspot and includes twenty-five forest types along with a rich assemblage of fauna species, several of which are threatened. This gives the site outstanding significance for biodiversity conservation. ",,2014,,0,,,77.58333333,31.83333333,90540,(x),N,in,ind,0
Cultural,India,Asia and the Pacific,2041,1480,,Victorian Gothic and Art Deco Ensembles of Mumbai," Having become a global trading centre, the city of Mumbai implemented an ambitious urban planning project in the second half of the 19th century. It led to the construction of ensembles of public buildings bordering the Oval Maidan open space, first in the Victorian Neo-Gothic style and then, in the early 20th century, in the Art Deco idiom. The Victorian ensemble includes Indian elements suited to the climate, including balconies and verandas. The Art Deco edifices, with their cinemas and residential buildings, blend Indian design with Art Deco imagery, creating a unique style that has been described as<em> Indo-Deco</em>. These two ensembles bear testimony to the phases of modernization that Mumbai has undergone in the course of the 19th and 20th centuries. ",,2018,,0,,,72.83008333,18.92980556,66.34,(ii)(iv),C,in,ind,0
Cultural,India,Asia and the Pacific,2089,1502,,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar"," The Nalanda Mahavihara site is in the State of Bihar, in north-eastern India. It comprises the archaeological remains of a monastic and scholastic institution dating from the 3rd century BCE to the 13th century CE. It includes <em>stupas</em>, shrines, <em>viharas</em> (residential and educational buildings) and important art works in stucco, stone and metal. Nalanda stands out as the most ancient university of the Indian Subcontinent. It engaged in the organized transmission of knowledge over an uninterrupted period of 800 years. The historical development of the site testifies to the development of Buddhism into a religion and the flourishing of monastic and educational traditions. ",,2016,,0,,,85.44388889,25.13666667,23,(iv)(vi),C,in,ind,0
Mixed,India,Asia and the Pacific,2105,1513,,Khangchendzonga National Park," Located at the heart of the Himalayan range in northern India (State of Sikkim), the Khangchendzonga National Park includes a unique diversity of plains, valleys, lakes, glaciers and spectacular, snow-capped mountains covered with ancient forests, including the world’s third highest peak, Mount Khangchendzonga. Mythological stories are associated with this mountain and with a great number of natural elements (caves, rivers, lakes, etc.) that are the object of worship by the indigenous people of Sikkim. The sacred meanings of these stories and practices have been integrated with Buddhist beliefs and constitute the basis for Sikkimese identity. ",,2016,,0,,,88.37722222,27.76472222,178400,(iii)(vi)(vii)(x),M,in,ind,0
Cultural,India,Asia and the Pacific,2144,1551,,Historic City of Ahmadabad," The walled city of Ahmadabad, founded by Sultan Ahmad Shah in the 15th century, on the eastern bank of the Sabarmati river, presents a rich architectural heritage from the sultanate period, notably the Bhadra citadel, the walls and gates of the Fort city and numerous mosques and tombs as well as important Hindu and Jain temples of later periods. The urban fabric is made up of densely-packed traditional houses (<em>pols</em>) in gated traditional streets (<em>puras</em>) with characteristic features such as bird feeders, public wells and religious institutions. The city continued to flourish as the capital of the State of Gujarat for six centuries, up to the present. 
<span></span>",,2017,,0,,,72.58805556,23.02638889,535.7,(ii)(v),C,in,ind,0
Cultural,India,Asia and the Pacific,2309,1605,,"Jaipur City, Rajasthan","The fortified city of Jaipur, in India’s northwestern state of Rajasthan was founded in 1727 by Sawai Jai Singh II. Unlike other cities in the region located in hilly terrain, Jaipur was established on the plain and built according to a grid plan interpreted in the light of Vedic architecture. The streets feature continuous colonnaded businesses that intersect in the centre, creating large public squares called <em>chaupars</em>. Markets, stalls, residences and temples built along the main streets have uniform facades. The city's urban planning shows an exchange of ideas from ancient Hindu and modern Mughal as well as Western cultures. The grid plan is a model that prevails in the West, while the organization of the different districts refers to traditional Hindu concepts. Designed to be a commercial capital, the city has maintained its local commercial, artisanal and cooperative traditions to this day.",,2019,,0,,,75.78722222,26.90786111,710,(ii)(iv)(vi),C,in,ind,0
Cultural,Indonesia,Asia and the Pacific,700,592,,Borobudur Temple Compounds," This famous Buddhist temple, dating from the 8th and 9th centuries, is located in central Java. It was built in three tiers: a pyramidal base with five concentric square terraces, the trunk of a cone with three circular platforms and, at the top, a monumental stupa. The walls and balustrades are decorated with fine low reliefs, covering a total surface area of 2,500 m<sup>2</sup>. Around the circular platforms are 72 openwork stupas, each containing a statue of the Buddha. The monument was restored with UNESCO's help in the 1970s. ",,1991,,0,,,110.20361,-7.60778,25.51,(i)(ii)(vi),C,id,idn,0
Cultural,Indonesia,Asia and the Pacific,701,593,,Sangiran Early Man Site," Excavations here from 1936 to 1941 led to the discovery of the first hominid fossil at this site. Later, 50 fossils of <em>Meganthropus palaeo</em> and <em>Pithecanthropus erectus/Homo erectus</em> were found &ndash; half of all the world's known hominid fossils. Inhabited for the past one and a half million years, Sangiran is one of the key sites for the understanding of human evolution. ", The Committee decided to inscribe the nominated site under cultural criteria (iii) and (vi) as one of the key sites for the understanding of human evolution that admirably illustrates the development of Homo sapiens sapiens from the Lower Pleistocene to the present through the outstanding fossil and artefactual material that it has produced. ,1996,,0,,,110.8166667,-7.4,5600,(iii)(vi),C,id,idn,0
Natural,Indonesia,Asia and the Pacific,722,608,,Ujung Kulon National Park," This national park, located in the extreme south-western tip of Java on the Sunda shelf, includes the Ujung Kulon peninsula and several offshore islands and encompasses the natural reserve of Krakatoa. In addition to its natural beauty and geological interest &ndash; particularly for the study of inland volcanoes &ndash; it contains the largest remaining area of lowland rainforests in the Java plain. Several species of endangered plants and animals can be found there, the Javan rhinoceros being the most seriously under threat. ",,1991,,0,,,105.3333333,-6.75,78525,(vii)(x),N,id,idn,0
Natural,Indonesia,Asia and the Pacific,723,609,,Komodo National Park," These volcanic islands are inhabited by a population of around 5,700 giant lizards, whose appearance and aggressive behaviour have led to them being called 'Komodo dragons'. They exist nowhere else in the world and are of great interest to scientists studying the theory of evolution. The rugged hillsides of dry savannah and pockets of thorny green vegetation contrast starkly with the brilliant white sandy beaches and the blue waters surging over coral. ",,1991,,0,,,119.48944,-8.54333,219322,(vii)(x),N,id,idn,0
Cultural,Indonesia,Asia and the Pacific,762,642,,Prambanan Temple Compounds," Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the <em>Ramayana</em>, dedicated to the three great Hindu divinities (Shiva, Vishnu and Brahma) and three temples dedicated to the animals who serve them. ",,1991,,0,,,110.49167,-7.75222,0,(i)(iv),C,id,idn,0
Natural,Indonesia,Asia and the Pacific,1118,955,,Lorentz National Park," Lorentz National Park (2.35 million ha) is the largest protected area in South-East Asia. It is the only protected area in the world to incorporate a continuous, intact transect from snowcap to tropical marine environment, including extensive lowland wetlands. Located at the meeting-point of two colliding continental plates, the area has a complex geology with ongoing mountain formation as well as major sculpting by glaciation. The area also contains fossil sites which provide evidence of the evolution of life on New Guinea, a high level of endemism and the highest level of biodiversity in the region. "," The site is the largest protected area in Southeast Asia (2.35 mil. ha.) and the only protected area in the world which incorporates a continuous, intact transect from snow cap to tropical marine environment, including extensive lowland wetlands. Located at the meeting point of two colliding continental plates, the area has a complex geology with on-going mountain formation as well as major sculpting by glaciation and shoreline accretion which has formed much of the lowland areas. These processes have led to a high level of endemism and the area supports the highest level of biodiversity in the region. The area also contains fossil sites that record the evolution of life on New Guinea. ",1999,,0,,,137.83333,-4.75,2350000,(viii)(ix)(x),N,id,idn,0
